"L","R","F","M","C"
40.68,43,6,12804,0.665
39.9,6,12,11130,0.764957772
15.52,168,8,11559,0.736439138
53.94,408,7,10553,0.806618971
50.81,29,6,12323,0.690715735
16.68,25,8,10217,0.833065479
15.16,95,7,11596,0.733984995
24.26,26,12,12049,0.706357374
69.32,8,4,7090,1.200338505
63.16,109,5,12217,0.696555619
51.13,5,8,12101,0.703224527
42.42,94,7,10919,0.779345178
92.45,138,8,10140,0.839199211
24.39,34,10,10959,0.776466831
25.71,91,4,12198,0.697590589
31.39,306,10,15517,0.548366308
27.71,3,7,10150,0.838316256
15.58,15,13,11444,0.743497029
52.87,7,5,7758,1.09667569
54.29,148,6,15940,0.533748432
27.58,126,13,11163,0.762153543
56.19,343,14,10094,0.842857143
56.29,183,7,10131,0.839750271
37.97,100,5,10411,0.817073288
27.61,82,15,11011,0.772524748
78.06,156,10,9901,0.859121301
19.68,322,20,17467,0.486966852
31.68,280,8,11110,0.76560036
32.61,344,4,10827,0.785600813
55.68,307,5,6149,1.382989104
101.48,167,14,9322,0.912239863
84.84,508,7,10569,0.804584161
91.74,120,16,9923,0.856961604
65.35,11,9,14311,0.594166725
89.48,491,8,17225,0.493640058
37.55,170,6,12129,0.701037184
62.97,451,10,18303,0.4645386
51.94,144,13,15090,0.563410868
104.52,284,9,13809,0.615673836
12.35,9,10,13314,0.638557158
51.68,4,8,10548,0.80600493
17.9,154,9,18220,0.466596048
103.94,74,14,10716,0.793281075
70.55,402,5,6661,1.276189761
42.29,34,10,16333,0.520451234
72.26,98,9,11716,0.725478832
18.06,152,11,10631,0.799512746
71.23,504,9,14199,0.5985668
31,285,10,9700,0.876172165
67.58,130,10,13166,0.645491417
85.52,184,5,10940,0.776781536
22.52,9,14,10544,0.805950303
39.06,2,12,13409,0.633740025
39.58,63,8,10944,0.776430921
84.81,78,7,13721,0.619268275
52.42,11,10,12037,0.705901803
67.1,110,9,11254,0.75501244
65.03,31,13,14668,0.579255522
14.29,35,12,12138,0.699892898
56.06,13,5,9140,0.929335886
24.58,245,8,10628,0.799176703
55.58,188,13,12514,0.678719834
12.77,247,6,9376,0.905791382
73.23,141,9,14210,0.597610837
21.42,39,12,10320,0.822820736
25.74,265,6,10827,0.784273575
55.48,369,7,11067,0.767231409
53.58,155,5,10540,0.80555408
83.97,47,10,11441,0.742103837
54.26,58,8,10134,0.837728439
14.03,16,7,12182,0.696862584
74.68,223,10,11376,0.746198136
58.29,70,11,10192,0.832853218
67.35,42,13,8970,0.946153846
66.23,231,10,10003,0.84836649
43.81,74,8,10779,0.787137026
83.23,196,10,12688,0.668680643
14.94,156,11,11609,0.730771815
43.65,118,6,14705,0.576714723
16.94,401,3,9333,0.908646737
72.74,119,10,12886,0.657955921
23.16,377,6,10789,0.785809621
55.48,37,10,12874,0.658532702
17.19,13,12,11864,0.714461396
35.39,86,9,11448,0.74033543
110.1,58,12,12351,0.686208404
19.35,220,10,12860,0.659
89.03,4,9,11694,0.724694715
75.06,228,8,10735,0.789298556
59.52,109,8,11492,0.737271145
50.65,94,12,13861,0.611222855
56.94,203,7,12248,0.691709667
55.48,11,12,10955,0.773280694
39.71,128,6,8726,0.97072771
14.97,44,12,12527,0.676155504
56.03,139,8,11936,0.709572721
26.71,5,7,10096,0.838822306
92.9,95,4,8646,0.979412445
89.13,331,11,12475,0.678789579
90.58,74,10,16706,0.506833473
17.42,64,7,9428,0.897899873
80.13,281,7,11362,0.745060729
19.65,51,14,12362,0.684768646
53.13,397,12,13979,0.605501109
28.94,164,7,10739,0.788121799
42.1,73,5,10225,0.827726161
16.26,296,6,13504,0.626669876
68.42,561,4,6000,1.410333333
14.52,92,6,14077,0.601109611
76.13,109,7,13397,0.631613794
23.84,248,7,13785,0.613828799
70.74,39,7,11712,0.722467555
28.19,81,10,8901,0.950626896
78.77,79,12,11498,0.735879283
19.71,38,10,15614,0.541886128
23.58,313,5,8461,1
95.94,7,12,15413,0.548821774
64.61,588,4,10572,0.8
12.19,109,8,8570,0.986876313
16.19,65,10,13157,0.64279091
102.52,100,7,14512,0.582760474
46.26,104,10,15424,0.548221603
39.48,200,7,14201,0.595418632
64.39,179,9,9488,0.891109823
95.35,29,8,10885,0.776684428
38.58,3,11,16473,0.513190069
23.32,257,8,11565,0.730964116
16.06,144,8,10255,0.824339347
30.03,191,4,8308,1.0175
98.9,73,8,15057,0.561396028
16.48,2,8,13899,0.608156702
76.74,43,5,11696,0.722702633
55.06,5,13,9612,0.879371619
81.94,116,12,12694,0.665859461
31.29,156,5,11113,0.760568703
78.29,52,9,17025,0.496432305
56.87,15,14,14644,0.577142857
95.71,112,15,16675,0.506844378
35.81,10,10,13447,0.628494832
21.71,177,7,10778,0.784106513
41.65,311,7,11979,0.705472076
12.19,93,3,10969,0.770298113
84.58,151,10,11096,0.761369863
37.87,196,13,11211,0.753534029
60.87,263,10,12356,0.683689705
29.52,5,10,15467,0.546140169
34.52,190,7,19789,0.426835616
27.48,277,8,10024,0.842638667
17.39,112,10,12388,0.681809009
36.55,16,9,10994,0.768217209
19.42,56,8,13024,0.648456695
17.1,84,10,11632,0.726027338
28.9,114,10,12208,0.691675131
23.52,516,5,11683,0.722721048
35.26,23,9,8951,0.943283432
32.71,45,12,12940,0.652358578
54.71,363,15,14409,0.585835242
14.06,85,7,12591,0.670419347
36.23,118,10,11001,0.767310245
80.94,14,8,12800,0.659401563
40.06,121,4,11246,0.750513961
85.97,113,7,20958,0.402715908
12.9,133,8,11613,0.726765694
32.06,309,9,13378,0.630879055
21.52,391,7,13467,0.626706022
17.48,211,7,15870,0.531806553
12.48,30,5,11530,0.731968777
47.52,69,7,10961,0.76994526
76.71,12,4,15344,0.55
45.65,142,11,9836,0.857919886
104.35,102,11,13043,0.646974622
57.19,148,5,18878,0.446960483
40.65,242,14,10669,0.790849189
23.52,320,9,14992,0.562803495
29.68,461,5,10771,0.783320954
35.13,175,5,11844,0.712349713
42.45,233,10,12926,0.652643509
44.58,382,7,8826,0.955767052
18.26,223,9,10917,0.772630759
15.26,101,3,12116,0.696169528
56.35,96,11,11214,0.752156233
22.19,7,5,12173,0.692898217
20.19,161,9,13809,0.61075965
30.84,144,10,10092,0.835686683
53.52,106,11,11670,0.722667524
68.94,227,12,12677,0.665220478
91.97,433,4,8208,1.027308723
24.32,11,11,11716,0.719693581
61.19,159,6,13433,0.627681828
23.61,212,12,11060,0.762349005
68.55,43,8,11033,0.764205565
24.94,323,11,13596,0.620053692
80.58,89,16,15729,0.535962871
80.74,192,7,12015,0.701583021
59.48,149,8,9916,0.850064542
75.58,372,5,12841,0.656288451
18.06,264,6,9505,0.886586007
25.58,6,6,11373,0.740952255
51.39,50,9,12526,0.672723136
45.84,5,9,13311,0.633045601
56.94,115,11,12083,0.69732434
12.39,26,11,7590,1.11
26.97,3,5,6565,1.283249048
30.23,341,7,9895,0.851369378
83.06,52,7,12286,0.685666612
60.9,65,8,10767,0.782367419
72,12,10,10520,0.800634981
66.71,36,8,13410,0.628029828
70.35,13,10,13996,0.601729065
52.84,181,12,19126,0.440326257
72.39,278,11,12096,0.696218585
87.26,123,8,13739,0.612943446
72.06,173,12,15022,0.560552523
33.55,24,8,5919,1.422486907
66.1,208,14,11986,0.70244869
31.97,224,5,8485,0.992263995
15.77,98,14,9660,0.871428571
94.1,429,5,8416,1
81.52,16,16,12045,0.698709008
86.55,183,4,5727,1.469277108
21.39,171,4,11606,0.724993969
18.74,78,4,10223,0.822980534
96.74,183,6,10625,0.791797647
59.39,12,15,13003,0.646917634
38,188,5,13848,0.607425621
27.81,4,9,11752,0.7157403
14.74,60,12,10648,0.789894816
20.97,30,7,22060,0.381264733
100.13,32,7,14361,0.585661166
70.77,484,12,9640,0.872448133
101.68,92,9,15015,0.560055278
35.68,94,11,16441,0.511444559
77.23,99,9,10589,0.79402021
79.97,24,10,17020,0.494
51.84,192,11,14228,0.590931262
46.35,113,16,12187,0.689889226
25.77,227,11,12196,0.689357166
44.48,61,11,11620,0.723523236
46.52,21,14,11724,0.717082054
61.68,160,13,11458,0.733673416
46.77,87,18,12341,0.681162791
44.97,451,9,8695,0.966785509
22.65,100,11,12259,0.685639938
87.97,153,7,11563,0.72686673
19.71,252,9,11569,0.726459504
47.58,246,15,18042,0.465772087
52.65,19,14,9846,0.853432866
41.71,48,8,18293,0.459345651
70.68,4,11,14781,0.568475069
55.55,81,15,12535,0.670307938
82.68,4,6,9346,0.899013482
71.77,11,7,10738,0.782434345
31.03,34,14,14502,0.579335264
33.74,75,10,11352,0.74006871
89.29,175,12,11278,0.744904238
76.39,39,6,11233,0.747882133
71.84,153,9,12956,0.648402285
27.32,57,6,8681,0.96770303
27.06,25,12,12571,0.668230849
41.71,21,8,11688,0.718660164
30.68,206,12,13432,0.625331298
60.97,27,8,15115,0.555687066
32.19,119,11,9355,0.897785142
103.16,218,7,8246,1.01849139
17.97,41,6,6137,1.368468307
41.29,62,10,14355,0.585031696
70.81,255,9,12083,0.695033518
86.42,33,9,12374,0.678688379
14.16,30,10,10871,0.772516788
41.81,379,16,12085,0.69489036
101.71,115,11,10913,0.769471273
47.06,22,10,11771,0.713359952
12.58,287,8,16310,0.514806867
17.65,272,8,10739,0.781813949
23.35,254,8,10258,0.818342757
14.52,50,8,9240,0.90842316
72.35,130,8,9259,0.906497462
102.35,67,8,10748,0.780857834
15.97,190,6,11651,0.720336452
98.77,60,14,14954,0.561193661
35.71,343,13,10166,0.825486917
74.16,158,6,8486,0.988866368
26.71,34,8,9756,0.860130176
40.55,18,9,12516,0.670419463
15.29,76,10,14328,0.585607203
67.77,264,11,10741,0.781151662
94.06,219,11,11352,0.738892706
15.19,18,9,10447,0.802824734
64.77,282,7,15284,0.548744439
94.94,226,8,16399,0.511408622
76.97,40,9,12635,0.663679462
22.42,598,7,13532,0.619634939
19.13,490,6,12747,0.657699851
28.19,195,8,10989,0.762901083
51.87,67,5,12378,0.677287122
53.13,84,11,11143,0.752338688
35.1,50,7,11288,0.742625797
41.32,164,9,10688,0.784299214
24.13,90,16,9007,0.930660597
80.9,10,5,6530,1.283655436
14.61,88,7,10784,0.777259829
12.74,127,11,12504,0.670306302
23.23,59,8,15156,0.552996173
20.61,25,7,10777,0.777679317
31.06,25,13,11148,0.751751884
30.61,196,10,12068,0.694435698
86.39,36,8,11884,0.705084147
65.71,548,4,11172,0.75
16.84,59,8,12296,0.681419161
35.87,309,10,8912,0.94008079
56.35,191,8,10194,0.821806945
22.39,107,8,9796,0.855169457
103.19,102,10,12531,0.668518873
54.13,110,5,7052,1.187828985
82.48,73,4,7833,1.069379548
100.39,138,11,11686,0.716694335
32.97,570,7,9620,0.870602911
54.58,202,10,10903,0.76814363
13.65,411,2,10274,0.815018493
83.16,106,17,11807,0.709169137
28.48,118,6,18110,0.46233683
14.16,100,8,10004,0.836935226
90.32,11,10,14143,0.591994626
107.45,134,7,11917,0.702475455
33.32,194,7,10130,0.826258638
24.87,202,10,10983,0.762025858
87.32,29,13,16971,0.493150669
22.42,203,8,12965,0.645518704
100.35,62,6,14054,0.595463213
81.52,17,17,11993,0.697728675
40.45,8,7,11727,0.713553338
32.42,45,8,9133,0.916183072
12.26,18,9,14503,0.576927532
36.1,154,11,11399,0.734006492
69.52,24,6,12426,0.673326895
40.65,191,11,14418,0.58028298
44.23,52,11,12077,0.692763931
33.52,60,4,10148,0.824429444
40.9,177,9,12709,0.658219372
70.9,264,6,11848,0.706022957
89,1,12,11009,0.759824689
23.81,224,10,14251,0.586937759
95.42,32,18,18799,0.444936965
39.81,42,13,11083,0.754619688
33.32,301,10,13731,0.609082368
30.87,368,12,9550,0.875696335
12.03,12,7,11730,0.712888321
83.19,134,5,12176,0.686769875
46.61,69,8,12245,0.68284606
36.13,438,11,9503,0.879832684
24.94,97,15,8685,0.962666667
19.1,64,6,14793,0.565174745
30.13,187,11,16820,0.49703805
46.74,76,5,9633,0.867856327
27.94,230,8,22710,0.368121973
20.45,122,6,11802,0.708333333
47.45,402,6,16446,0.508312052
47.55,162,7,9758,0.856702193
72.19,114,10,14869,0.562169615
20.48,332,7,17512,0.477284148
33.26,402,6,9603,0.870326981
88.94,35,5,10701,0.780968134
75.77,27,12,14395,0.580553664
18.65,42,10,10322,0.809624104
37.87,391,10,11050,0.756262443
82.1,106,5,14780,0.565404601
27.45,136,14,13451,0.621217753
14.32,43,8,16026,0.521359666
22.13,431,12,10444,0.8
34.65,128,11,11904,0.701836358
94.1,27,9,9421,0.88679758
70.26,198,10,11713,0.71323999
15.9,98,11,12065,0.692385412
88.97,44,9,13049,0.640141007
72.71,72,10,12628,0.661481628
97.32,17,11,18442,0.452937859
35.13,185,9,9388,0.889752876
29.03,125,12,12476,0.669485412
95.26,5,12,10654,0.783975033
40.32,9,7,12010,0.695455454
72.1,37,9,14247,0.586202007
26.55,153,5,10477,0.797098406
63.61,12,15,11731,0.711855767
80.03,460,8,13184,0.633373786
61.65,67,13,10860,0.768864641
20.61,236,8,11279,0.740298785
12.26,129,6,6144,1.358955078
49.42,7,9,13267,0.629283938
18.48,315,11,12656,0.659647598
96.97,38,4,12276,0.68
35.87,104,10,13697,0.609417391
57.61,8,12,12834,0.650289855
40.1,79,5,15730,0.530533376
67.29,109,9,11623,0.717981588
103.16,124,13,13603,0.613364699
19.13,80,8,12048,0.69251245
102.71,82,11,22941,0.363676823
102.94,133,10,11886,0.701828201
28.74,31,10,14990,0.556498332
29.16,261,7,11452,0.728394167
19.06,72,6,10482,0.795772753
48.94,34,10,10870,0.767367985
17.23,145,8,14836,0.562171744
26.71,234,8,10038,0.830841801
19.32,33,12,15832,0.526771097
25.77,224,9,11847,0.703916603
15.06,139,7,13200,0.631736364
31.35,580,3,14380,0.579874826
28.35,400,8,10848,0.768657817
62.77,32,10,15352,0.543140959
62.84,28,8,13661,0.610306713
65.81,375,10,10535,0.791324158
112.23,34,9,9941,0.838595715
12.32,2,13,16450,0.506705775
49.9,13,27,15660,0.532222222
26.1,118,10,14724,0.566021462
83.97,31,12,11376,0.732603727
16.16,124,9,12541,0.664486883
27.52,30,9,12158,0.685412074
49.16,27,9,9603,0.86775591
100.94,8,15,11081,0.752003429
37.48,296,8,13100,0.63609771
57.68,387,8,13412,0.621219803
23.71,34,11,8950,0.930905028
43.9,88,9,14259,0.584289221
54.84,128,10,11776,0.707320822
90.39,68,8,10979,0.758660169
37.97,575,3,11544,0.721509009
12.52,158,9,11564,0.720259426
79,153,9,12650,0.658395257
43.16,376,12,10481,0.794647457
94.48,459,7,13548,0.614732802
28.94,150,7,12663,0.657668009
76.97,78,8,11554,0.720791934
40.16,26,8,11179,0.744953931
18.55,152,12,12260,0.679194127
99.77,216,7,10229,0.813936846
38.06,35,8,12465,0.66789651
82.03,138,9,11329,0.734860976
34.23,354,9,16433,0.506614739
24.55,442,5,14110,0.59
32.29,23,8,11488,0.724606546
47.1,4,10,10084,0.825491868
30.97,122,14,17530,0.474856246
12,44,5,12049,0.690863142
13.97,109,8,5707,1.458493079
59.35,8,12,11932,0.6975
19.19,504,4,9725,0.855753213
35.35,21,10,12193,0.682534241
77.81,1,12,13747,0.605366262
69.06,244,8,11551,0.720434594
34.61,146,8,10587,0.78602437
19.65,7,10,11202,0.74284592
31.19,251,8,10941,0.760563934
32,100,21,9970,0.834613842
49.16,3,5,16881,0.492910965
26.65,172,5,9835,0.846
16.81,44,9,13265,0.627119487
24.29,121,6,14993,0.554819582
13.13,10,6,13469,0.61757443
94.26,165,6,9491,0.876415552
66.87,13,19,10094,0.824054884
18.35,186,9,13095,0.635197404
42.03,113,8,10035,0.828834081
90.19,105,7,12301,0.676138525
76.77,186,6,10619,0.783224409
25.87,396,6,9156,0.908333333
22.29,21,13,13000,0.639715385
21.39,76,14,14995,0.554588863
53,13,12,12697,0.654958652
83.23,37,5,9113,0.912354878
20.65,50,8,12747,0.652240527
31.81,112,12,11038,0.75318536
29.81,29,10,13353,0.622593425
17.9,18,12,12908,0.643992098
23.45,438,4,8312,1
52.26,17,8,18944,0.43875
59.23,61,7,14286,0.581796164
24.42,266,8,14462,0.574679851
23.32,10,10,13528,0.614350237
22.61,93,12,16478,0.504340333
41.45,346,5,10386,0.8
31.03,19,10,11599,0.716337615
15.84,81,14,9502,0.874400126
12.61,25,6,13206,0.62911934
46.9,264,6,11535,0.72016645
84.26,343,10,14909,0.557163458
38.71,248,10,11613,0.715283734
64.1,303,6,11548,0.719205923
29.71,75,7,14251,0.582792085
66.71,205,9,11848,0.70097738
103.55,118,8,12911,0.643222059
73.87,18,11,11289,0.735576225
50.65,34,12,12926,0.642368095
64.32,115,11,11733,0.707640842
93.9,100,14,17182,0.483198114
18.71,31,11,11701,0.709525682
13.1,91,8,13838,0.599894493
15.65,18,10,11282,0.735753413
17.74,43,12,11520,0.720538194
30.13,24,10,10818,0.767254576
35.97,309,12,12731,0.651928364
112.13,114,9,12308,0.674333767
67.87,142,12,8766,0.946762491
54.23,111,9,11203,0.740787289
32.13,22,4,15959,0.520010026
12.9,39,6,9342,0.888333333
106.13,148,7,11268,0.736466986
18.71,6,10,12391,0.669719151
35.61,65,8,12937,0.641385947
22.97,135,7,11939,0.694985342
43.45,47,8,11644,0.712590175
18.35,12,12,15089,0.549897276
26.45,429,11,11591,0.71580968
21.45,2,6,12282,0.67548282
110.77,98,7,10140,0.818088757
100.32,154,5,12880,0.644
17.03,321,8,9827,0.844072453
51.29,250,7,10141,0.817909476
14.65,159,8,10921,0.759485395
25.68,5,10,10453,0.793482254
60,36,7,9303,0.891555412
27.13,6,6,10455,0.793306552
90.68,9,8,11315,0.733004861
23.74,14,9,11303,0.733733522
51.23,82,8,9940,0.834325956
19.23,261,9,12555,0.660493827
45.48,62,10,12464,0.665235077
28.71,49,8,12655,0.655116555
68.9,13,11,10919,0.759205055
27.84,413,5,9434,0.878704685
45.77,4,13,13063,0.634508918
24.74,21,6,5838,1.419743063
61.1,65,3,6083,1.362531646
15.29,4,15,13435,0.616914775
16.55,30,12,14209,0.583289464
12.58,45,10,15511,0.534321449
57.55,16,14,11966,0.692578138
26.26,206,6,10885,0.761277905
94.45,8,17,10448,0.793094372
45.74,609,8,10900,0.760201835
43.19,166,10,12030,0.688710723
42.16,74,10,12668,0.654021156
45.13,33,8,11732,0.706081657
46.61,683,5,9197,0.900619767
48.87,50,10,13845,0.598252799
12.16,50,12,16191,0.511563214
32.42,70,7,13209,0.627045196
28.94,241,6,15116,0.5479095
90.74,108,7,12972,0.638465156
24.84,388,9,10262,0.807060027
63.77,206,7,12372,0.669358228
39.52,32,12,10285,0.805161886
13.61,38,7,11873,0.697461467
30.35,129,7,8313,0.996042343
26.23,25,8,17541,0.471975372
46.87,58,8,13472,0.614484115
18.45,93,9,13454,0.615277241
66.87,321,7,8906,0.929468897
14.65,258,7,11750,0.704474043
45.77,55,11,16571,0.499513005
43.71,46,8,10084,0.820812178
77,101,8,9887,0.837107313
32.16,153,12,10434,0.793217366
56.71,449,9,10159,0.81467172
51.42,39,13,10798,0.76640489
42.39,88,7,12975,0.637792678
31.29,223,7,10792,0.766717013
35.13,149,9,16939,0.488460948
32.52,8,13,18448,0.448445902
28.42,140,7,11041,0.749250974
17.45,11,10,12194,0.678400033
22.19,5,11,10270,0.80544888
42.58,259,11,15099,0.547793894
14.77,44,7,10122,0.817142857
57.1,59,12,13067,0.632863702
68.84,289,3,10147,0.814930521
94.45,1,5,10087,0.819759096
106.68,86,13,12932,0.63937906
101.26,7,14,16269,0.508189194
17.32,29,7,13804,0.598907563
94.52,25,10,12774,0.64719117
89.42,72,10,10375,0.796813494
87.97,311,11,15082,0.548130221
33.26,7,5,6467,1.278320705
101.29,284,8,14234,0.58072924
72.29,23,8,8357,0.989112122
109.26,607,6,8266,1
16.77,13,16,11844,0.697802263
91.58,142,5,12102,0.682815237
19.03,167,10,11656,0.70891987
44.1,32,9,10582,0.780837271
34.58,12,13,15132,0.545999207
85.39,22,13,10846,0.761747188
48.23,61,8,10213,0.808927837
21.39,98,9,15341,0.538527475
29.94,21,7,11664,0.708253601
51.74,229,6,9614,0.859218848
95.94,254,4,5578,1.480864109
15.97,127,4,11706,0.705627883
74.97,591,6,11143,0.741218702
27,195,8,9980,0.82752505
22.84,54,11,13591,0.607643293
21.29,4,9,16681,0.495076434
107.35,430,14,15778,0.523380657
84.16,34,12,13500,0.611694815
30.35,402,11,12285,0.672120472
93.97,30,11,10950,0.754016438
42.16,6,7,11215,0.736180116
27.39,28,8,10019,0.824001397
108.55,136,16,15821,0.521795715
39.87,168,5,14347,0.575395553
74.32,17,8,14516,0.568650455
24.29,117,8,12440,0.663528939
33.19,368,9,14874,0.554931424
40.94,116,7,10816,0.76310466
100.13,184,8,9421,0.876088526
23.42,299,5,6278,1.31457152
15.97,11,10,12724,0.648604998
20.32,12,12,11656,0.707999314
24.29,395,9,15942,0.517645214
12.77,36,7,11165,0.739103448
69.13,206,8,12757,0.64686525
31.68,318,14,17069,0.483417306
38.1,420,8,10771,0.765903816
19.68,234,19,13397,0.615758752
12.32,97,9,9639,0.855813881
19.77,92,9,14463,0.570317362
40.03,113,9,9809,0.840834947
62.16,67,3,11508,0.716666667
61.48,171,8,11655,0.707567568
24.06,5,10,10184,0.809747643
89.87,7,9,12499,0.65975198
73.52,11,9,13309,0.619499587
24.39,260,11,11149,0.739487846
34.61,10,20,13895,0.593334293
57.97,50,9,11534,0.714739032
49.45,421,7,12030,0.685137157
79.13,19,8,10630,0.775369708
17.06,64,6,5798,1.421517765
23.97,4,8,12352,0.667159165
71.71,319,8,12945,0.636589417
16.87,485,6,8749,0.94156475
87.39,39,6,7077,1.163970609
18.81,12,9,7831,1.051891202
47.16,70,10,10024,0.821747805
102.45,150,7,13177,0.625115732
44.94,15,13,19642,0.419344771
25.55,271,3,9690,0.85
22.1,612,3,9690,0.85
13.94,28,7,12838,0.641569559
56.65,136,12,15444,0.533285418
81.13,102,6,10084,0.816706664
23.55,28,12,13744,0.599219296
38.68,151,2,14199,0.58
50.39,53,7,11547,0.713184377
21.42,287,7,9325,0.883099196
57.55,13,8,11229,0.733351144
18.35,2,9,11868,0.693849848
